曲名,舞萌ID,舞萌类型,舞萌分类,舞萌谱面,舞萌BPM,舞萌版本,舞萌追加日期,舞萌是否锁定,舞萌别名,中二No.,中二分类,中二创作者,中二谱面,中二BPM,中二版本,中二别名
なるとなぎのパーフェクトロックンロール教室,771,STD,オンゲキ＆CHUNITHM,STD 6 | STD 7+ | STD 11 | STD 13+,216,MiLK PLUS,2018-10-16,否,なるとなぎのパーフェクトロックンロール教室|冒牌⑨|摇滚教室|箱部鸣与小佛凪的完美摇滚教室|琪露诺的完美算数教室|⑨|中二教室|数学教室|彩绿琪露诺,163,イロドリミドリ,イロドリミドリ,STD 3 | STD 6 | STD 10+ | STD 13+,216,CHUNITHM PLUS,
"Help me, あーりん！",770,STD,オンゲキ＆CHUNITHM,STD 5 | STD 7+ | STD 10+ | STD 12+,183,MiLK PLUS,2018-10-16,否,"help me, あーりん！|救我|帮我阿李安|帮我|帮帮我|月铃姐妹|彩绿永琳|教我，永琳！|erin！erin！",162,イロドリミドリ,イロドリミドリ,STD 3 | STD 5 | STD 9+ | STD 11+,183,CHUNITHM PLUS,
進捗どうですか？,769,STD,東方Project,STD 6 | STD 8+ | STD 11 | STD 13+,199,MiLK PLUS,2018-10-02,否,進捗どうですか？|进步|进度如何|进展如何|进度|八云橙|进度怎么样了,612,東方Project,sumijun(Halozy) feat. ななひら(Confetto),STD 3 | STD 6 | STD 9 | STD 12+,199,CRYSTAL,
アマノジャクリバース feat. ｙｔｒ,768,STD,東方Project,STD 5 | STD 8 | STD 11 | STD 13+,160,MiLK PLUS,2018-10-02,否,アマノジャクリバース feat. ｙｔｒ|🚸|天邪鬼反转|0梦过马路|天邪鬼|灵梦过街|ytr|过马路|灵梦过马路,1847,東方Project,魂音泉,STD 3 | STD 6 | STD 10+ | STD 13+,160,X-VERSE-X,
サドマミホリック,766,STD,東方Project,STD 6 | STD 8+ | STD 11+ | STD 12 | STD 13,200,MiLK PLUS,2018-10-02,否,サドマミホリック|灵梦撒钱|灵梦撒币|撒币|撒币的灵梦,438,東方Project,ビートまりお（COOL&CREATE）,STD 3 | STD 6 | STD 11+ | STD 14 | STD 14+,200,STAR PLUS,灵梦撒币|撒币|灵梦撒比
Xevel,762,STD,オンゲキ＆CHUNITHM,STD 5 | STD 8+ | STD 12+ | STD 14,176,MiLK PLUS,2018-09-04,否,xevel|邪恶vel|宵崎奏|女人唱歌男人死|健身房|女鬼小气走|黑白双gay|希尔薇|累死人不偿命|叉evel|苦命鸳鸯|希沃,331,ORIGINAL,Tatsh,STD 4 | STD 8 | STD 12 | STD 15,185,STAR,高塔|X
ミラクルペイント,760,STD,niconico＆ボーカロイド,STD 5 | STD 7 | STD 10+ | STD 13,215,MiLK PLUS,2018-08-21,否,,1495,niconico,OSTER project,STD 3 | STD 6 | STD 10 | STD 12,215,LUMINOUS,
初音ミクの激唱,758,STD,niconico＆ボーカロイド,STD 7 | STD 8+ | STD 12 | STD 14,200,MiLK PLUS,2018-08-09,否,初音ミクの激唱|鸡场|初音未来的激唱|🐔🎤|姬昌|机场|激唱|大葱天使|暴走p的激唱,440,niconico,Storyteller,STD 5 | STD 8+ | STD 13 | STD 14+,200,STAR PLUS,初音未来的激唱|初音未来激唱|机场|激唱
おねがいダーリン,757,STD,niconico＆ボーカロイド,STD 5 | STD 7 | STD 11 | STD 12+,180,MiLK PLUS,2018-08-07,否,おねがいダーリン|拜托了，亲爱的|拜托了原神|拜托了darling|拜托了亲爱的|one,606,niconico,ONE (song by ナナホシ管弦楽団),STD 3 | STD 6 | STD 8+ | STD 12,180,CRYSTAL,拜托了亲爱的
彗星ハネムーン,756,STD,niconico＆ボーカロイド,STD 4 | STD 7 | STD 10 | STD 12,145,MiLK PLUS,2018-08-07,否,彗星ハネムーン|彗星|彗星蜜月,763,niconico,ナユタン星人,STD 2 | STD 5 | STD 8 | STD 11+,145,PARADISE LOST,彗星蜜月
インビジブル,755,STD,niconico＆ボーカロイド,STD 6 | STD 8 | STD 11 | STD 12 | STD 13+,192,MiLK PLUS,2018-08-07,否,インビジブル|透明人|invisible|透明人间|建筑工地,207,niconico,kemu,STD 4 | STD 7 | STD 10+ | STD 14,192,AIR,透明人间
larva,754,STD,maimai,STD 7 | STD 9 | STD 12+ | STD 14+,202,MiLK PLUS,2018-07-24,否,larva|蓝色尖锐湿疣|雪降雨|龟头结冰|岩浆|冰|拉完|神之震惊|辣蛙|拉瓦|幼虫|pupa2|源石虫|虫|＝⚡️★|萨菲|青泥石|区|蛆|说的道理,502,ゲキマイ,ガリガリさむし,STD 4 | STD 8+ | STD 11+ | STD 14+,202,AMAZON,拉瓦|龟头结冰|说的道理
Brain Power,748,STD,ゲーム＆バラエティ,STD 5 | STD 8+ | STD 11+ | STD 13,170,MiLK PLUS,2018-07-03,否,brain power|观星|脑力|bp|佐助|圣诞老头|地精老头|bass kick|o-oooooooooo|脑力量|地精小老头|o-ooooooo aaaa-e-a-a,461,VARIETY,NOMA,STD 3 | STD 7 | STD 11 | STD 14,173,AMAZON,地雷|脑力
Seyana. ～何でも言うことを聞いてくれるアカネチャン～,747,STD,niconico＆ボーカロイド,STD 4 | STD 7+ | STD 10+ | STD 13,144,MiLK PLUS,2018-06-21,否,seyana. ～何でも言うことを聞いてくれるアカネチャン～|seyana|不管说什么都在听着的琴叶茜酱|小茜|说的事呢|sodayo|akane|琴叶茜,517,niconico,GYARI,STD 2 | STD 5 | STD 8+ | STD 13,144,AMAZON PLUS,琴叶茜
World Vanquisher,745,STD,オンゲキ＆CHUNITHM,STD 6 | STD 9+ | STD 12+ | STD 14,170,MiLK PLUS,2018-06-21,否,world vanquisher|mother vanquisher|金手指|😎👆|奶龙征服者|wv|世界征服者|🤓☝️|手感噔噔|中二谭|春晚2|噔噔噔噔噔|世征|春晚机器人|三点饮茶|威猛先生|秧歌bot|春晚机器人舞|☝️|林楠|🤓☝|🤓👆|中二送披萨|🤓☝🏻|2025春晚|我的碗筷洗,326,ORIGINAL,void (Mournfinale),STD 4 | STD 9+ | STD 13+ | STD 15+,170,STAR,市政|世征|切比|噔噔噔|噔噔噔噔噔|mothervanquisher|mother vanquisher|世界征服者|wv
Session High⤴,744,STD,オンゲキ＆CHUNITHM,STD 6 | STD 7+ | STD 10+ | STD 12+,200,MiLK PLUS,2018-06-21,否,session high⤴|↗️|⬆️|⤴️|↑,300,イロドリミドリ,イロドリミドリ,STD 3 | STD 6 | STD 10 | STD 13,200,STAR,
ENERGY SYNERGY MATRIX,743,DX/STD,ゲーム＆バラエティ,DX 4 | DX 8 | DX 11 | DX 13 ; STD 6 | STD 7+ | STD 13 | STD 13+,160,MiLK PLUS,2018-06-21,否,energy synergy matrix|标esm|esm|沙雕猫|esm跑|神经猫|恶俗猫|饿死猫|跑路猫|dxesm|傻吊猫|dxesm跑|邮政|一只猫拖着另一只猫跑,1477,VARIETY,Tanchiky,STD 3 | STD 7 | STD 11 | STD 14,160,LUMINOUS,esm
LOVE EAST,741,STD,東方Project,STD 5 | STD 7 | STD 10+ | STD 12+,168,MiLK PLUS,2018-06-21,否,love east|爱东方|转转|爱东|爱吃,785,東方Project,暁Records,STD 2 | STD 6 | STD 9+ | STD 12+,168,PARADISE,
妄想感傷代償連盟,740,STD,niconico＆ボーカロイド,STD 3 | STD 7 | STD 9+ | STD 11 | STD 13,110,MiLK PLUS,2018-06-21,否,妄想感傷代償連盟|海底谭难民营|阿姨压一压|代偿联盟|盲肠肝脏大肠年龄|鬼|妄想|妄想感伤代偿联盟|啊咿呀咿呀|联盟|妄想感伤|盲肠肛肠大肠联盟|ghost|妄伤|小海底谭|初音未来防毒面具|dscf|mkdr|初音未来蹲大牢|阿姨压一压～,538,niconico,DECO*27,STD 2 | STD 5 | STD 9 | STD 11+,110,AMAZON PLUS,妄想|妄想感伤代偿联盟
アウターサイエンス,739,STD,niconico＆ボーカロイド,STD 5 | STD 8 | STD 12+ | STD 13,195,MiLK,2018-06-05,否,アウターサイエンス|次の|界外科学|outer science,71,niconico,じん,STD 3 | STD 6 | STD 9 | STD 12+,195,AIR,界外科学
バレリーコ,738,STD,niconico＆ボーカロイド,STD 5 | STD 7 | STD 10+ | STD 12+,150,MiLK,2018-06-05,否,バレリーコ|芭蕾舞者|照镜子|芭蕾,451,niconico,みきとP,STD 3 | STD 5 | STD 9 | STD 11+,150,AMAZON,芭蕾舞者
フリィダム ロリィタ,737,STD,niconico＆ボーカロイド,STD 5 | STD 7 | STD 10 | STD 12+,150,MiLK,2018-06-05,否,フリィダム ロリィタ|洛丽塔|喂饭|嘘嘘|喂美少女嘘嘘|自由洛丽塔|自由的洛丽塔|freedom lolita,449,niconico,ねじ式,STD 2 | STD 5 | STD 8+ | STD 11+,150,AMAZON,自由的洛丽塔
シャルル,736,DX/STD,niconico＆ボーカロイド,DX 3 | DX 6 | DX 9 | DX 11 ; STD 5 | STD 7 | STD 9+ | STD 12+,145,MiLK,2018-06-05,否,シャルル|汁儿儿|三力儿儿|查尔斯|夏露露|charles,454,niconico,バルーン,STD 3 | STD 5 | STD 8 | STD 11+,145,,夏露露
WARNING×WARNING×WARNING,733,DX/STD,東方Project,DX 3 | DX 7 | DX 9+ | DX 11+ ; STD 6 | STD 7+ | STD 10+ | STD 12+,172,MiLK,2018-05-08,否,warning×warning×warning|www|warning|条纹过膝袜|注意注意注意|小丑|星条旗|警告警告警告|克劳恩皮丝|万宁星星,403,東方Project,暁Records,STD 3 | STD 5 | STD 9+ | STD 12+,172,STAR PLUS,
Doll Judgment,732,STD,東方Project,STD 5 | STD 8+ | STD 12 | STD 13+,230,MiLK,2018-05-08,否,doll judgment|玩偶审判|人形裁判|人偶审判|人形审判|人偶|dj|玩偶|人偶裁判|人偶裁决,561,東方Project,ぬるはち,STD 2 | STD 6 | STD 10 | STD 13,230,AMAZON PLUS,
疾走あんさんぶる,731,STD,東方Project,STD 6 | STD 8+ | STD 11+ | STD 13+,195,MiLK,2018-05-08,否,疾走あんさんぶる|疾走乐队|疾走|骚灵三姐妹,783,東方Project,ビートまりお（COOL&CREATE）,STD 3 | STD 7 | STD 11+ | STD 13+,195,PARADISE,
天狗の落とし文 feat. ｙｔｒ,730,DX/STD,東方Project,DX 3 | DX 7 | DX 10 | DX 13+ ; STD 5 | STD 7+ | STD 11+ | STD 12+,160,MiLK,2018-05-08,否,天狗の落とし文 feat. ｙｔｒ|天狗|犹太人|天狗落|天狗的匿名信|天狗的无名文书|ytr|天狗落文|天狗之落|天狗の落とし文,322,東方Project,魂音泉,STD 3 | STD 5 | STD 9+ | STD 12+,160,STAR,
永遠のメロディ,729,STD,東方Project,STD 6 | STD 7 | STD 10 | STD 12,155,MiLK,2018-05-08,否,永遠のメロディ|永远的旋律|永远的melody|永远的节奏|东方蓬千歌|永远,127,東方Project,あ～るの～と（いえろ～ぜぶら）,STD 3 | STD 5 | STD 8 | STD 12+,155,AIR PLUS,
エンドマークに希望と涙を添えて,728,STD,オンゲキ＆CHUNITHM,STD 6 | STD 9+ | STD 12+ | STD 14,257,MiLK,2018-04-24,否,エンドマークに希望と涙を添えて|筋肉女神|梦泪|希望泪|🙂|为结局添上希望与泪水|希望累|梦之泪伤,60,ORIGINAL,cosMo＠暴走P,STD 4 | STD 7 | STD 11+ | STD 15,257,CHUNITHM,希望泪|四大天王
Still,725,STD,オンゲキ＆CHUNITHM,STD 5 | STD 7+ | STD 11 | STD 13,176,MiLK,2018-04-03,否,still|仍然|七对奈子,245,イロドリミドリ,イロドリミドリ,STD 3 | STD 5 | STD 9 | STD 13,176,AIR PLUS,
TRUST,724,STD,オンゲキ＆CHUNITHM,STD 6 | STD 7+ | STD 11 | STD 13,190,MiLK,2018-04-03,否,trust|足控|大脚丫子|脚歌|玉足|玉足冰棍|老冰棍|小仏凪吃雪糕|🦶|信任|狱卒|湿身少女翘脚吃冰糕|糯香柠檬茶|yokidou|合乎粥礼|光吉猛修唱歌,191,イロドリミドリ,小仏 凪(CV:佐倉 薫),STD 3 | STD 6 | STD 9+ | STD 13,190,AIR PLUS,
猫祭り,723,STD,オンゲキ＆CHUNITHM,STD 4 | STD 8 | STD 11+ | STD 13,160,MiLK,2018-04-03,否,猫祭り|哈祭咪|喵卷|学猫叫|猫抓板|😺|绝赞101|猫|洗面奶|喵喵喵喵|哈基米钻奈子|猫寄|猫祭|哈寄米,180,イロドリミドリ,箱部 なる(CV:M・A・O),STD 3 | STD 6 | STD 9+ | STD 12,160,AIR PLUS,猫寄|猫祭
キレキャリオン,722,STD,niconico＆ボーカロイド,STD 6 | STD 7 | STD 10 | STD 13,170,MiLK,2018-03-20,否,キレキャリオン|乃保|切下|carry on|电锯娘|奶包|继续切|电锯女|电锯2|切下吧carryon|小电锯|kire carry on|电锯人|电锯,388,niconico,ポリスピカデリー「#コンパス」,STD 2 | STD 5 | STD 9 | STD 13,170,STAR PLUS,电锯娘
アルカリレットウセイ,720,STD,niconico＆ボーカロイド,STD 6 | STD 7 | STD 10+ | STD 12+,158,MiLK,2018-03-20,否,アルカリレットウセイ|露露卡莉莉卡噜啦哩啦噜啦啦|莉莉卡|魔法少女举大棒|碱性劣等生|魔法少女,387,niconico,かいりきベア「#コンパス」,STD 3 | STD 5 | STD 8+ | STD 11,158,STAR PLUS,碱性劣等生
ダンスロボットダンス,719,DX/STD,niconico＆ボーカロイド,DX 3 | DX 7 | DX 9 | DX 12+ ; STD 6 | STD 8 | STD 11 | STD 13,190,MiLK,2018-03-20,否,ダンスロボットダンス|👆🏻😑👇🏻|dance robot dance|dancerobotdance|跳舞机器人跳舞|机器人跳舞|☝😑👇|drd|小v|跳舞机器人|voidoll|↑↓|机器人舞|👆👇|舞蹈机器人舞蹈|舞蹈机器人|up side up side down,386,niconico,ナユタン星人「#コンパス」,STD 3 | STD 6 | STD 9 | STD 12+,190,STAR PLUS,dance robot dance
ナンセンス文学,717,STD,niconico＆ボーカロイド,STD 5 | STD 7+ | STD 11+ | STD 13+,154,MiLK,2018-03-06,否,ナンセンス文学|o.o|拍手文学|无意义文学|废话文学|海底谭文学|latata|文学,581,niconico,Eve,STD 2 | STD 5 | STD 8 | STD 12,154,CRYSTAL,无意义文学
Excalibur ～Revived resolution～,710,STD,maimai,STD 5 | STD 10 | STD 13 | STD 14+,200,MiLK,2018-02-20,否,excalibur ～revived resolution～|生煎2|圣剑2|圣剑二|福瑞2|生煎二|ex咖喱棒|福瑞跑步2,586,ゲキマイ,Project Grimoire,STD 4 | STD 8 | STD 12+ | STD 14+,200,CRYSTAL,圣剑2|生煎2
人生リセットボタン,707,STD,niconico＆ボーカロイド,STD 6 | STD 8+ | STD 11+ | STD 13+,200,MiLK,2018-02-06,否,人生リセットボタン|人生重置按钮|人生重开|人生重置键|人生重启键|人生重置|dame|remake|人生重启|人生复位按钮|人生重来键|重开按钮|人生|人生reset button|人生重启按钮,208,niconico,kemu,STD 4 | STD 7 | STD 10 | STD 13+,200,AIR,人生重来键
ドーナツホール,706,STD,niconico＆ボーカロイド,STD 5 | STD 7+ | STD 11+ | STD 13+,252,MiLK,2018-02-06,否,ドーナツホール|甜圈洞|甜甜圈|🍩|甜甜圈洞,8,niconico,ハチ,STD 2 | STD 5 | STD 9+ | STD 13,252,STAR PLUS,甜甜圈|甜甜圈洞
スターナイトスノウ,704,STD,niconico＆ボーカロイド,STD 5 | STD 7 | STD 10 | STD 11,180,MiLK,2018-01-09,否,,779,niconico,n-buna × Orangestar,STD 3 | STD 5 | STD 9 | STD 12+,180,PARADISE,星夜之雪
白い雪のプリンセスは,702,STD,niconico＆ボーカロイド,STD 6 | STD 8 | STD 11+ | STD 12+,200,MiLK,2018-01-09,否,,213,niconico,のぼる↑,STD 3 | STD 6 | STD 9+ | STD 12,200,AIR,
SPICY SWINGY STYLE,701,STD,オンゲキ＆CHUNITHM,STD 5 | STD 8+ | STD 11+ | STD 13,242,MiLK,2017-12-26,否,spicy swingy style|巨乳|大奶子|好大|果皇壮如牛|sss|高坂穗乃果,243,イロドリミドリ,明坂 芹菜(CV:新田 恵海),STD 3 | STD 6 | STD 9+ | STD 12+,242,AIR PLUS,
Tic Tac DREAMIN’,700,STD,オンゲキ＆CHUNITHM,STD 4 | STD 7 | STD 9 | STD 12,125,MiLK,2017-12-26,否,tic tac dreamin’|粉毛睡衣|⏰|emu|千早爱音|睡衣,242,イロドリミドリ,天王洲 なずな(CV:山本 彩乃),STD 3 | STD 5 | STD 8+ | STD 11+,125,AIR PLUS,
Bang Babang Bang!!!,699,STD,オンゲキ＆CHUNITHM,STD 5 | STD 8 | STD 11+ | STD 13,200,MiLK,2017-12-26,否,bang babang bang!!!|bbb|大奶子|太大了|邦邦邦邦|邦邦|bbbb|大胸|邦邦邦|大柰子,183,イロドリミドリ,御形 アリシアナ(CV:福原 綾香),STD 3 | STD 6 | STD 10+ | STD 13+,200,AIR PLUS,邦邦
アンノウン・マザーグース,698,STD,niconico＆ボーカロイド,STD 3 | STD 7 | STD 11 | STD 13,222,MiLK,2017-12-14,否,アンノウン・マザーグース|不为人知的鹅妈妈童谣|鹅妈妈童谣|鹅妈妈|仁王盾|妈妈鹅|未知的母鹅|unknown mother goose|大鹅妈妈,436,niconico,wowaka,STD 3 | STD 6 | STD 9 | STD 13+,222,STAR PLUS,不为人知的鹅妈妈童谣|鹅妈妈
砂の惑星 feat. HATSUNE MIKU,697,STD,niconico＆ボーカロイド,STD 2 | STD 7+ | STD 10+ | STD 13,95,MiLK,2017-12-04,否,砂の惑星 feat. hatsune miku|砂之惑星|划龙舟|沙之惑星|沙星|砂惑|砂之行星|砂星|砂の惑星|别急18|沙之行星|最速殿堂,379,niconico,ハチ,STD 3 | STD 5 | STD 8 | STD 12+,95,STAR,砂之惑星
拝啓ドッペルゲンガー,696,STD,niconico＆ボーカロイド,STD 5 | STD 8 | STD 12+ | STD 13+,181,MiLK,2017-12-14,否,拝啓ドッペルゲンガー|我裂开来|分身|拜启|敬启我的分身|敬启分身|影分身十字斩|敬启|yhc|二重身,380,niconico,kemu,STD 3 | STD 6 | STD 10 | STD 14,181,STAR PLUS,敬启|敬启我的分身
咲キ誇レ常世ノ華,693,STD,maimai,STD 5 | STD 8 | STD 11+ | STD 13,170,MiLK,2017-12-14,否,咲キ誇レ常世ノ華|常世|永远盛开在世上的灿烂花|咲華|常世华|常世之华,442,ゲキマイ,Sou×マチゲリータ,STD 3 | STD 6 | STD 9 | STD 12+,210,STAR PLUS,
ようこそジャパリパークへ,691,DX/STD,POPS＆アニメ,DX 4 | DX 7 | DX 9 | DX 11+ ; STD 5 | STD 7+ | STD 9+ | STD 12 | STD 12+,170,MiLK,2017-12-14,否,,372,POPS & ANIME,どうぶつビスケッツ×PPP「けものフレンズ」,STD 3 | STD 5 | STD 9+ | STD 12,170,,
泡沫、哀のまほろば,690,STD,東方Project,STD 4 | STD 7 | STD 10 | STD 12,155,MiLK,2017-12-14,否,泡沫、哀のまほろば|泡沫哀|妹红泡水|泡沫|藤原妹红,263,東方Project,幽閉サテライト,STD 3 | STD 5 | STD 8 | STD 11+,155,AIR PLUS,
Calamity Fortune,688,DX/STD,東方Project,DX 4 | DX 8 | DX 11 | DX 13+ ; STD 7 | STD 9 | STD 12+ | STD 14,200,MURASAKi PLUS,2017-12-05,否,calamity fortune|常发|卡拉米提佛纯|穿越火线|标cf|早苗教你画星星|leaf教你画星星|标准cf|灾厄命运|sdcf|小鸟游没几几|cf|dxcf|东风谷早苗|风神录五面道中,360,東方Project,LeaF,STD 4 | STD 8+ | STD 11+ | STD 14+,200,STAR,cf|穿越火线
フラジール,685,STD,niconico＆ボーカロイド,STD 5 | STD 7+ | STD 9+ | STD 12+,127,MURASAKi PLUS,2017-11-21,否,フラジール|易碎品|脆弱|七海娜娜米|易碎|fragile,364,niconico,ぬゆり,STD 2 | STD 5 | STD 9 | STD 11+,127,STAR,易碎
エイリアンエイリアン,684,STD,niconico＆ボーカロイド,STD 4 | STD 8 | STD 10 | STD 12+,152,MURASAKi PLUS,2017-11-21,否,エイリアンエイリアン|河南人|常陆茉子|外星人外星人|👽|奥利奥利安|阿里安|alien|✋🏻😐✋🏻|奥利安奥利安|外星人|alien alien,255,niconico,ナユタン星人,STD 3 | STD 5 | STD 9+ | STD 11+,152,AIR PLUS,alien alien|外星人
白ゆき,683,STD,niconico＆ボーカロイド,STD 5 | STD 8 | STD 11+ | STD 13,210,MURASAKi PLUS,2017-11-21,否,白ゆき|白雪|白夜行|美少女亲嘴|白雪歌送武判官归京|白yuki|女同亲嘴|月代雪,780,niconico,n-buna,STD 3 | STD 6 | STD 9+ | STD 13,210,PARADISE,白雪
幸せになれる隠しコマンドがあるらしい,682,STD,niconico＆ボーカロイド,STD 6 | STD 9 | STD 12+ | STD 14,142,MURASAKi PLUS,2017-11-21,否,幸せになれる隠しコマンドがあるらしい|幸隐|结月流汗|似乎有着能够变得幸福的隐藏指令|↓→↑→→↓→→↑↑↓↓←→←→|紫砂|视力检测|→↓↑→→↓→→↑↑↓↓←→←→|幸福指令|むちゃぶり|喵梦|结月缘|⭐🌧️|结月缘黑丝兔女郎|😅|有款游戏越打越年轻|上上下下左右左右|👆👆👇👇👈👉👈👉,198,niconico,うたたP,STD 3 | STD 5 | STD 10 | STD 13+,142,AIR,幸隐
猛進ソリストライフ！,681,STD,オンゲキ＆CHUNITHM,STD 7 | STD 9 | STD 12+ | STD 13+,189,MURASAKi PLUS,2017-10-31,否,猛進ソリストライフ！|猛进|月玲那知|小提琴|庞德,236,イロドリミドリ,月鈴 那知(CV:今村 彩夏),STD 4 | STD 7 | STD 9+ | STD 12+ | STD 14+,252,AIR,
My Dearest Song,680,STD,オンゲキ＆CHUNITHM,STD 5 | STD 8 | STD 11+ | STD 13,145,MURASAKi PLUS,2017-10-31,否,my dearest song|白奈|我最亲爱的乐曲|teravolt|母人拉大提琴|我爱歌|生日歌|大提琴|女人拉提琴,179,イロドリミドリ,月鈴 白奈(CV:高野 麻里佳),STD 3 | STD 5 | STD 8+ | STD 13,145,AIR,
チルノのパーフェクトさんすう教室　⑨周年バージョン,679,DX/STD,東方Project,DX 3 | DX 7 | DX 9 | DX 12+ ; STD 5 | STD 7+ | STD 10+ | STD 13,175,MURASAKi PLUS,2017-10-17,否,チルノのパーフェクトさんすう教室 ⑨周年バージョン|99|笨蛋教室|9周年教室|9周年|九周年|⑨|算数教室|baka|机厅几卡|9|9周年算数教室|dxbaka|dx琪露诺|琪露诺|新琪露诺教室,373,東方Project,IOSYSと愉快な⑨周年フレンズ,STD 3 | STD 5 | STD 9+ | STD 14,175,STAR,九周年|算数|算数教室|9周年|9
Starlight Dance Floor,676,STD,東方Project,STD 4 | STD 7+ | STD 10 | STD 12,128,MURASAKi PLUS,2017-10-17,否,starlight dance floor|大姐姐魔理沙|sdf|星光舞厅|星光大道|夜店魔理沙|星光舞池,265,東方Project,発熱巫女～ず,STD 3 | STD 5 | STD 8 | STD 11+,128,AIR PLUS,
デスパレイト,675,STD,maimai,STD 5 | STD 8+ | STD 11+ | STD 13+,145,MURASAKi PLUS,2017-10-03,否,デスパレイト|666|desperate|绝望,1726,ゲキマイ,owl＊tree,STD 3 | STD 6 | STD 10 | STD 13+,145,VERSE,
Moon of Noon,674,STD,maimai,STD 7 | STD 9 | STD 13 | STD 14,200,MURASAKi PLUS,2017-10-03,否,moon of noon|印度人2|堇神啊|月吗|你过关|月儿子|农具做瑜伽|科比鬼叫|牢大硅胶|四块钱|牢大打坐|牢大|五块钱|星星入门|科比跳舞|​hop|牢大鬼叫|月孙子|一块钱3|午月|月之子|印度人磕头|中午的月亮|科比坐禅|铜人,1311,ゲキマイ,Sampling Masters MEGA,STD 5 | STD 9+ | STD 12 | STD 14,200,SUN,月儿子|大便|屎
光線チューニング,667,STD,オンゲキ＆CHUNITHM,STD 6 | STD 8 | STD 11+ | STD 13+,190,MURASAKi PLUS,2017-08-24,否,光線チューニング|光线|🖐🏻️😐🖐🏻️|中二节奏|光线turning|光线调谐,301,ORIGINAL,ナユタン星人,STD 3 | STD 6 | STD 9+ | STD 12,190,STAR,光线|ray|ray turning
心象蜃気楼,666,STD,オンゲキ＆CHUNITHM,STD 5 | STD 7+ | STD 11 | STD 13,190,MURASAKi PLUS,2017-08-24,否,心象蜃気楼|心绮楼|心象|青岛地铁|心象晦气楼|心象楼|心象晨气楼|心象蜃气楼|心像楼|蜃气楼,182,ORIGINAL,Orangestar,STD 3 | STD 5 | STD 9+ | STD 11,190,AIR,
相思創愛,665,STD,maimai,STD 6 | STD 8+ | STD 11 | STD 13,195,MURASAKi PLUS,2017-08-24,否,相思創愛|相思創爱|相爱创思|相思|相思创爱|创创子|小米星,287,ゲキマイ,伊東歌詞太郎・ろん×まらしぃ,STD 3 | STD 6 | STD 9+ | STD 12+,195,STAR,
