No.,乐曲类型,曲名,类型,难易度,等级,谱面定数,BPM,版本,追加日期,是否锁定,别名
606,DX/STD,taboo tears you up,STD,MASTER,13,13.4,180,MURASAKi (紫),2016-12-15,否,taboo tears you up|竹竹的板子|禁忌将你撕裂|三倍icecream|淘宝|滔搏|dx禁忌将你撕裂|dxtaboo|dx淘宝|淘宝泪|他不哭你上
605,DX/STD,回レ！雪月花,STD,MASTER,13,13.3,160,MURASAKi (紫),2016-12-15,否,
601,DX/STD,ゴーストルール,DX,MASTER,13,13.2,210,UNiVERSE (宙),2016-12-15,否,ゴーストルール|👻|标准幽灵法则|幽灵法则|ghost rule|露露|小吹爆|幽灵|露露小姐|法则|dx幽灵法则|口一又卜儿一儿|幽灵规则
601,DX/STD,ゴーストルール,STD,MASTER,13,13.2,210,MURASAKi (紫),2016-12-15,否,ゴーストルール|👻|标准幽灵法则|幽灵法则|ghost rule|露露|小吹爆|幽灵|露露小姐|法则|dx幽灵法则|口一又卜儿一儿|幽灵规则
598,STD,ECHO,STD,MASTER,13,13.5,140,PiNK+ (櫻),2016-11-17,否,echo|A口|回声|人形师单手鸟|诶口|一口|电视头
596,STD,やめろ！聴くな！,STD,MASTER,13,13.3,160,PiNK+ (櫻),2016-11-17,否,やめろ！聴くな！|不要听|听|やめろ|停下！不要听！|别听
594,STD,ハート・ビート,STD,MASTER,13,13.4,212,PiNK+ (櫻),2016-11-04,否,ハート・ビート|心跳2|心跳节拍|心跳|serina|heart beat|架子鼓|heartbeat
590,STD,ひれ伏せ愚民どもっ！,STD,MASTER,13,13.3,180,PiNK+ (櫻),2016-10-06,否,ひれ伏せ愚民どもっ！|佩恩|愚民|辉夜
589,STD,No Routine,STD,MASTER,13,13.4,163,PiNK+ (櫻),2016-10-06,否,no routine|画苍浅学姐|绿色女人|东方龙|没有日常|三梦奇缘|杨墓|没门|龙女|蒙娜丽莎
587,STD,brilliant better,STD,MASTER,13,13.3,172,PiNK+ (櫻),2016-09-22,否,brilliant better|bb|黄色吉他|更精彩|金毛弹吉他
586,STD,セハガガガンバッちゃう！！,STD,MASTER,13,13.3,202,PiNK+ (櫻),2016-09-22,否,セハガガガンバッちゃう！！|世嘉硬件娘|SBGA|sega hard girls|好几个娘们|世嘉硬件女孩
585,STD,Barbed Eye,STD,MASTER,13,13,135,PiNK+ (櫻),2016-09-08,否,barbed eye|狗谷爱|坏眼|爸爸的爱
584,STD,クノイチでも恋がしたい,STD,MASTER,13,13.4,185,PiNK+ (櫻),2016-09-08,否,
576,STD,パーフェクト生命,STD,MASTER,13,13.4,200,PiNK+ (櫻),2016-07-14,否,パーフェクト生命|完美生命|✌🏻😎✌🏻|生命
574,STD,connecting with you,STD,MASTER,13,13.2,155,PiNK+ (櫻),2016-06-30,否,connecting with you|pink挑战|与你连接|连接你|樱代主题曲|和你连接
573,DX/STD,月に叢雲華に風,STD,MASTER,13,13.2,160,PiNK+ (櫻),2016-06-30,否,月に叢雲華に風|月遇丛云花遇风|月映丛云|摇摆阳|月风|月丛云华风|丛云伴月|小五|月云华风|月华|月丛云|闲云遮月清风袭花|月映从云花语风|丛云华|月从云华风|月隐於丛云花散於风
572,STD,Invitation,STD,MASTER,13,13,147,PiNK+ (櫻),2016-06-30,否,invitation|！？|邀请
568,STD,キミノヨゾラ哨戒班,STD,MASTER,13,13,185,PiNK+ (櫻),2016-06-30,否,キミノヨゾラ哨戒班|标准哨戒班|你的夜空哨戒班|哨戒班|橙哨戒班|烧鸡班|大哨戒班
564,STD,Jimang Shot,STD,MASTER,13,13.3,164,PiNK (桃),2016-05-12,否,jimang shot|囧仙|报纸歌|大叔唱歌|2015
562,STD,蒼空に舞え、墨染の桜,STD,MASTER,13,13.4,150,PiNK (桃),2016-05-12,否,蒼空に舞え、墨染の桜|妖梦|苍空舞|苍空飞舞墨染之樱|苍空|糯香柠檬茶|墨染|墨染樱
561,STD,東方妖々夢 ～the maximum moving about～,STD,MASTER,13,13.3,196,PiNK (桃),2016-05-12,否,東方妖々夢 ～the maximum moving about～|妖妖梦|东方不可拘束|东方妖梦|东方妖妖梦|车万不可拘束
560,STD,橙の幻想郷音頭,STD,MASTER,13,13.3,136,PiNK (桃),2016-05-12,否,橙の幻想郷音頭|橙|幻想乡音头|音头|🐱|橙舞|欢乐斗地主|橙音头|橙之幻想乡|橙的幻想乡音头
557,STD,Garden Of The Dragon,STD,MASTER,13,13.5,120,PiNK (桃),2016-04-07,否,garden of the dragon|花园龙|中国龙|wonderland|龙花园|喔喔喔|龙之花园
553,STD,オモイヨシノ,STD,MASTER,13,13.3,168,PiNK (桃),2016-03-03,否,オモイヨシノ|恋咏樱
546,STD,YU-MU,STD,MASTER,13,13.2,160,PiNK (桃),2016-02-04,否,yu-mu|文早苗|yumu|榆木
541,STD,アージェントシンメトリー,STD,MASTER,13,13.5,172,PiNK (桃),2015-12-09,否,アージェントシンメトリー|pink op|草莓章鱼|银对称性|银色对称|银对称|银色对称性|桃代主题曲|科目二|pink主题曲|方向盘|argent symmetry|白银对称|白银|sta|白银对称性
538,STD,物凄い勢いでけーねが物凄いうた,STD,MASTER,13,13.4,180,PiNK (桃),2015-12-09,否,物凄い勢いでけーねが物凄いうた|以惊人的气势发出了惊人的声音|物凄势|物凄|罪|白泽球|慧音|三倍ice☆cream|东方之血
536,STD,HIMITSUスパーク,STD,MASTER,13,13.2,156,PiNK (桃),2015-12-09,否,himitsuスパーク|秘密火花|秘密
535,STD,幾四音-Ixion-,STD,MASTER,13,13.3,210,PiNK (桃),2015-12-09,否,幾四音-ixion-|几四音|急死银|幾四音|第四爱
531,STD,+♂,STD,MASTER,13,13.4,180,PiNK (桃),2015-12-09,否,+♂|+男|加男|plus男子|正男|下头男|男的来了
527,STD,四次元跳躍機関,STD,MASTER,13,13.4,135,ORANGE+ (暁),2015-11-12,否,四次元跳躍機関|四次元跳跃机关|大小姐|跳楼机|机关|跳跃机关|四次元|冰风
523,STD,ストリーミングハート,STD,MASTER,13,13.3,210,ORANGE+ (暁),2015-09-17,否,ストリーミングハート|嘉然|流心|嘉然比心
519,DX/STD,Change Our MIRAI！,STD,MASTER,13,13.4,256,ORANGE+ (暁),2015-07-16,否,change our mirai！|改变未来|四对奶子|com|五个女人|五对奶子|中年男人|四大一小|五对柰子|小心彩绿|不含月铃姐妹|dx五对奶子|改变我们的未来
518,STD,どういうことなの！？,STD,MASTER,13,13.4,175,ORANGE+ (暁),2015-07-16,否,
516,STD,キャプテン・ムラサのケツアンカー,STD,MASTER,13,13.4,190,ORANGE+ (暁),2015-07-16,否,キャプテン・ムラサのケツアンカー|村纱水蜜|船长
515,STD,東方スイーツ！～鬼畜姉妹と受難メイド～,STD,MASTER,13,13.2,179,ORANGE+ (暁),2015-07-16,否,東方スイーツ！～鬼畜姉妹と受難メイド～|咲夜哭哭|东方受难|鬼畜姐妹
510,STD,ウミユリ海底譚,STD,MASTER,13,13.4,120,ORANGE+ (暁),2015-05-14,否,ウミユリ海底譚|海百合|海百合海底谭|水神3|在海下面|初音跳海|海底潭|谭|海魔王|初音未来跳海|海底谭|海底捞|舞萌科目二|umiyuri
508,STD,クローバー♣クラブ,STD,MASTER,13,13.3,150,ORANGE+ (暁),2015-05-14,否,
505,DX/STD,響縁,DX,MASTER,13,13.4,180,FESTiVAL (祭),2015-03-19,否,響縁|梦花火2|响缘|響绿|響緣|猫耳灵梦|dx响缘
505,DX/STD,響縁,STD,MASTER,13,13,180,ORANGE+ (暁),2015-03-19,否,響縁|梦花火2|响缘|響绿|響緣|猫耳灵梦|dx响缘
501,DX/STD,ケロ⑨destiny,DX,MASTER,13,13.4,172,FESTiVAL (祭),2015-03-19,否,ケロ⑨destiny|9|acc|kero|⑨|kero9destiny
501,DX/STD,ケロ⑨destiny,STD,MASTER,13,13,172,ORANGE+ (暁),2015-03-19,否,ケロ⑨destiny|9|acc|kero|⑨|kero9destiny
498,DX/STD,ナミダと流星,DX,MASTER,13,13.3,190,BUDDiES (双),2015-03-19,否,ナミダと流星|晓代主题曲|眼泪流星|标准流星|泪与流星|流星|眼泪与流星|dx流星|泪水和流星
496,STD,おても☆Yan,STD,MASTER,13,13,90,ORANGE (橙),2015-02-19,否,おても☆yan|双押跳拍|刀锋女王|陕北民歌|山歌|阿铁摸鸭|日本民歌|yan|阿铁摸呀|😃|😃👍|烟|おても
494,DX/STD,Dragoon,STD,MASTER,13,13.4,175,ORANGE (橙),2015-02-05,否,dragoon|龙|麻辣兔头|🐲|龙先生|绝味鸭头|奶龙|多拉贡|鸭头|龙骑士|麻辣鸭头|绝味鸭脖|白龙|🐉|龙骨
488,STD,planet dancer,STD,MASTER,13,13.2,127,ORANGE (橙),2014-12-18,否,planet dancer|男人坐椅子|蹲马桶|pd|行星舞者|残月跳舞|星球舞者|碇真嗣
487,STD,アンハッピーリフレイン,STD,MASTER,13,13.4,205,ORANGE (橙),2014-12-18,否,アンハッピーリフレイン|副歌|ur|unhappy refrain|不高兴的副歌|unhappy|💗|不开心
474,STD,おこちゃま戦争,STD,MASTER,13,13.3,175,ORANGE (橙),2014-09-18,否,おこちゃま戦争|孩子气|孩子气的战争|孩子气战争|战争
472,DX/STD,One Step Ahead,DX,MASTER,13,13.2,186,PRiSM (鏡),2014-09-18,否,one step ahead|向前一步|一步向前|一步个头
471,STD,MIRROR of MAGIC,STD,MASTER,13,13.2,135,ORANGE (橙),2014-09-18,否,mirror of magic|mom|魔镜|魔法镜子|镜魔|镜子魔法|橙代主题曲
469,STD,緋色のDance,STD,MASTER,13,13.3,155,ORANGE (橙),2014-09-18,否,緋色のdance|绯色dance|绯色|绯色之舞
468,STD,ダブルラリアット,STD,MASTER,13,13.2,138,ORANGE (橙),2014-09-18,否,ダブルラリアット|转圈歌|巡音转圈
467,DX/STD,深海少女,DX,MASTER,13,13,137,FESTiVAL+ (祝),2014-09-04,否,深海少女|深海和少女相比|深海魔男|深海邵壮|溺水双马尾|胖猫2|水神4|初音未来跳海2|dx深海少女|水神5
467,DX/STD,深海少女,STD,MASTER,13,13.2,137,GreeN+ (檄),2014-09-04,否,深海少女|深海和少女相比|深海魔男|深海邵壮|溺水双马尾|胖猫2|水神4|初音未来跳海2|dx深海少女|水神5
462,DX/STD,"Endless, Sleepless Night",DX,MASTER,13,13.3,165,PRiSM+ (彩),2014-08-22,否,"endless, sleepless night|漫漫长眠夜|灵梦1|俄罗斯娜娜|欧美博丽灵梦|不眠之夜|无尽不眠夜|不眠夜|esn|博丽灵梦|东方不眠夜|美国灵梦"
462,DX/STD,"Endless, Sleepless Night",STD,MASTER,13,13.3,165,GreeN+ (檄),2014-08-22,否,"endless, sleepless night|漫漫长眠夜|灵梦1|俄罗斯娜娜|欧美博丽灵梦|不眠之夜|无尽不眠夜|不眠夜|esn|博丽灵梦|东方不眠夜|美国灵梦"
461,STD,Live & Learn,STD,MASTER,13,13.3,172,GreeN+ (檄),2014-08-22,否,live & learn|sa2|索尼克大冒险2|活和学|开心超人
460,STD,Danza zandA,STD,MASTER,13,13.4,129,GreeN+ (檄),2014-08-22,否,danza zanda|万达|小号歌|蛋砸|danza|蛋砸砸蛋|砸蛋
457,DX/STD,幻想のサテライト,DX,MASTER,13,13.5,230,でらっくす (熊),2014-07-17,否,幻想のサテライト|卫星|标幻想卫星|幻想卫星|homo|幻想的卫星|标准幻想卫星|dx幻想卫星
456,STD,待チ人ハ来ズ。,STD,MASTER,13,13.2,160,GreeN+ (檄),2014-07-17,否,待チ人ハ来ズ。|待人来|等人|小伞|小伞歌|等的人没有来|待人未至|东方旋转木马
452,STD,レッツゴー!陰陽師,STD,MASTER,13,13.3,150,GreeN+ (檄),2014-07-17,否,レッツゴー!陰陽師|let'go!阴阳师|恶灵退散！恶灵退散！恶灵退散！|超级蓝绿|阴阳师|林正英|挑眉|仪式魔法|sm9|不要笑挑战
449,STD,タカハせ！名人マン,STD,MASTER,13,13.5,150,GreeN+ (檄),2014-05-23,否,タカハせ！名人マン|😉|たかはし|光头|光头16连|高桥名人|高桥|名人|小hera
448,STD,言ノ葉カルマ,STD,MASTER,13,13.4,150,GreeN+ (檄),2014-05-15,否,言ノ葉カルマ|言叶业|soraru|言叶|因果|言叶之业|言叶1
445,DX/STD,患部で止まってすぐ溶ける～狂気の優曇華院,DX,MASTER,13,13.5,200,でらっくす (熊),2014-05-15,否,患部で止まってすぐ溶ける～狂気の優曇華院|患部溶解|患部|优云华院|兔子药|肛塞|优昙华院|座药|overdrive|狂气的优昙华院|标准患部|标患部|绫地宁宁|一把米诺|dx患部|兔子跳|狂气优昙华院|铃仙
440,STD,RIDGE RACER STEPS -GMT remix-,STD,MASTER,13,13.4,240,GreeN+ (檄),2014-04-17,否,ridge racer steps -gmt remix-|汽车总动员|山脊赛车|赛车
438,STD,ファンタジーゾーン OPA-OPA! -GMT remix-,STD,MASTER,13,13.4,142,GreeN+ (檄),2014-04-17,否,ファンタジーゾーン opa-opa! -gmt remix-|opa|🈸🌞🌝|幻想空间|申日月|三道理sayya|土著怪脸
437,STD,End of Twilight,STD,MASTER,13,13.2,180,GreeN+ (檄),2014-04-10,否,end of twilight|摩天楼|夜之城|暮色|暮光终结|🌃|暮色终结
434,STD,Heartbeats,STD,MASTER,13,13.2,170,GreeN+ (檄),2014-04-10,否,heartbeats|心跳|小红金曲
433,STD,CYCLES,STD,MASTER,13,13.3,135,GreeN+ (檄),2014-04-10,否,cycles|轮回|🐎🐸🦌|马瓦鲁|cyc|马哇路|马洼路|马瓦路|马挖路|饼饼快乐曲|吗哇路|cycle|🐴🐸🦌|挖马路
432,STD,キズナの物語,STD,MASTER,13,13.2,128,GreeN+ (檄),2014-04-07,否,キズナの物語|羁绊的故事|羁绊物语|锁链战记|羁绊的物语|物语|刀剑神域
430,STD,二息歩行,STD,MASTER,13,13.3,180,GreeN+ (檄),2014-03-20,否,二息歩行|儿媳不行|半块钱|二息电摇|citywalk|二息步行
425,STD,鼓動,STD,MASTER,13,13.3,121,GreeN+ (檄),2014-02-26,否,鼓動|鼓动|如龙3|如龙维新|咕咚|别急22|星召大惊讶|鼓励|如龙
422,STD,Windy Hill -Zone 1,STD,MASTER,13,13.4,194,GreeN+ (檄),2014-02-26,否,windy hill -zone 1|索尼克失落的世界|小追星|索4|追星上位
417,DX/STD,Monochrome Rainbow,DX,MASTER,13,13.3,182,FESTiVAL+ (祝),2014-02-26,否,monochrome rainbow|黑白彩虹|单色彩虹|😎|黑白格|dx单色彩虹|dx黑白彩虹
417,DX/STD,Monochrome Rainbow,STD,MASTER,13,13,182,GreeN+ (檄),2014-02-26,否,monochrome rainbow|黑白彩虹|单色彩虹|😎|黑白格|dx单色彩虹|dx黑白彩虹
415,DX/STD,sweet little sister,DX,MASTER,13,13.4,168,BUDDiES+ (宴),2014-02-26,否,sweet little sister|甜小姐姐|小甜妹|sls|甜二妹|甜小妹|甜蜜小姐姐
415,DX/STD,sweet little sister,STD,MASTER,13,13.4,168,GreeN+ (檄),2014-02-26,否,sweet little sister|甜小姐姐|小甜妹|sls|甜二妹|甜小妹|甜蜜小姐姐
414,DX/STD,モザイクロール,DX,MASTER,13,13.1,130,FESTiVAL (祭),2014-01-23,否,モザイクロール|标准马赛克卷|绿毛永雏塔菲|mosaic roll|马赛克卷|mozaik role|dx马赛克卷
413,DX/STD,天ノ弱,STD,MASTER,13,13.3,200,GreeN (超),2014-01-23,否,天ノ弱|天之弱|天弱|若叶睦|标准天之弱|dx天弱|dx天之弱
410,DX/STD,セツナトリップ,DX,MASTER,13,13.4,145,UNiVERSE+ (星),2014-01-09,否,セツナトリップ|标准刹那旅程|刹那旅程|标刹那旅途|刹那旅行|刹那|dx刹那旅程|dx刹那旅行|dx刹那
410,DX/STD,セツナトリップ,STD,MASTER,13,13.3,145,GreeN (超),2014-01-09,否,セツナトリップ|标准刹那旅程|刹那旅程|标刹那旅途|刹那旅行|刹那|dx刹那旅程|dx刹那旅行|dx刹那
406,STD,ぽっぴっぽー,STD,MASTER,13,13.3,150,GreeN (超),2013-11-14,否,ぽっぴっぽー|菜蔬汁|popipo|波比波比|蔬菜歌|advent|波比波|蔬菜汁|哈基米
405,STD,セガサターン起動音[H.][Remix],STD,MASTER,13,13,148,GreeN (超),2013-11-14,否,セガサターン起動音[h.][remix]|世嘉土星启动音|大b圈|ss|转圈接四押|sbga|土星|启动音|起动音|世嘉土星|夸脱|mon3tr|sega saturn
400,STD,全人類ノ非想天則,STD,MASTER,13,13.2,168,GreeN (超),2013-10-03,否,全人類ノ非想天則|全人类|非想天则|高达|全人类的非想天则|则|绯想天|全人类的飞上天|超级机器人|非想天則
399,STD,放課後ストライド,STD,MASTER,13,13.3,225,GreeN (超),2013-10-03,否,放課後ストライド|放课后冲|放课后
398,DX/STD,ローリンガール,DX,MASTER,13,13.3,195,PRiSM+ (彩),2013-10-03,否,ローリンガール|roiling giri|rolling girl|翻滚少女|头皮屑|滚女
398,DX/STD,ローリンガール,STD,MASTER,13,13.2,195,GreeN (超),2013-10-03,否,ローリンガール|roiling giri|rolling girl|翻滚少女|头皮屑|滚女
396,STD,JUMPIN' JUMPIN',STD,MASTER,13,13.3,163,GreeN (超),2013-09-19,否,jumpin' jumpin'|跳跳|sh金曲|jj
393,STD,LUCIA,STD,MASTER,13,13.2,154,GreeN (超),2013-09-19,否,lucia|圣枪游侠|露西亚|卢锡安|露西娅
389,DX/STD,魔理沙は大変なものを盗んでいきました,STD,MASTER,13,13.3,170,GreeN (超),2013-09-05,否,魔理沙は大変なものを盗んでいきました|魔理沙|123123|魔理沙大变|魔理沙大变态|魔理沙痴|魔理沙偷走了重要的东西|大盗魔理沙|魔理沙偷走重要的东西|魔理沙大变盗|123|魔理沙大盗|魔理沙盗大变
386,STD,Save This World νMIX,STD,MASTER,13,13.3,143,GreeN (超),2013-08-07,否,save this world νmix|救世|psp|梦幻之星携带版|救世啊|拯救世界
384,STD,Mysterious Destiny,STD,MASTER,13,13.3,140,GreeN (超),2013-08-07,否,mysterious destiny|神秘命运|贝姐|猎天使魔女|md
378,STD,円舞曲、君に,STD,MASTER,13,13.3,128,GreeN (超),2013-07-11,否,円舞曲、君に|舞曲|圆舞曲|円舞曲
375,STD,maiム・maiム feat.週刊少年マガジン,STD,MASTER,13,13.2,140,GreeN (超),2013-07-11,否,maiム・maiム feat.週刊少年マガジン|啦啦啦啦啦|周刊少年|两男一女|功夫
370,STD,Blew Moon,STD,MASTER,13,13.4,180,GreeN (超),2013-07-11,否,blew moon|吹月亮|哇哇哇哇哇哇耶耶耶|🌙|蓝月亮|吹月|blew shit
368,STD,Terminal Storm,STD,MASTER,13,13.4,160,GreeN (超),2013-07-11,否,terminal storm|终端风暴|麻花
367,STD,awake,STD,MASTER,13,13.2,170,GreeN (超),2013-07-11,否,awake|醒了|起了
366,STD,KONNANじゃないっ！,STD,MASTER,13,13.4,155,GreeN (超),2013-07-11,否,konnanじゃないっ！|美腿|如龙5|不该是这样|才不是这样！|泽村遥|柯南|konnan
362,DX/STD,ナイト・オブ・ナイツ,DX,MASTER,13,13.5,180,FESTiVAL+ (祝),2013-07-11,否,ナイト・オブ・ナイツ|夜骑士|标夜骑|原版夜骑|st夜骑|std夜骑|nok|夜骑|标准夜骑|骑士之夜|night of knights|dx标夜骑|dx夜骑|幻梦
362,DX/STD,ナイト・オブ・ナイツ,STD,MASTER,13,13.3,180,GreeN (超),2013-07-11,否,ナイト・オブ・ナイツ|夜骑士|标夜骑|原版夜骑|st夜骑|std夜骑|nok|夜骑|标准夜骑|骑士之夜|night of knights|dx标夜骑|dx夜骑|幻梦
361,DX/STD,Grip & Break down !!,DX,MASTER,13,13.4,160,UNiVERSE+ (星),2013-07-11,否,grip & break down !!|grip|gbd|红魔馆内战|grip &amp; break down !!|东方铁拳乡|红魔馆爆炸|说的道理
361,DX/STD,Grip & Break down !!,STD,MASTER,13,13.4,160,GreeN (超),2013-07-11,否,grip & break down !!|grip|gbd|红魔馆内战|grip &amp; break down !!|东方铁拳乡|红魔馆爆炸|说的道理
359,DX/STD,チルノのパーフェクトさんすう教室,DX,MASTER,13,13,175,CiRCLE (丸),2013-07-11,否,チルノのパーフェクトさんすう教室|琪露诺的完美算术教室|琪露诺的完美算数教室|数学课堂|⑨|算数教室|琪露诺|⑨章算数|baka|算术教室|琪露诺教室|9教室|1+1=9|幻想乡没有巴士|这是啥子角色
359,DX/STD,チルノのパーフェクトさんすう教室,STD,MASTER,13,13.3,175,GreeN (超),2013-07-11,否,チルノのパーフェクトさんすう教室|琪露诺的完美算术教室|琪露诺的完美算数教室|数学课堂|⑨|算数教室|琪露诺|⑨章算数|baka|算术教室|琪露诺教室|9教室|1+1=9|幻想乡没有巴士|这是啥子角色
358,STD,カゲロウデイズ,STD,MASTER,13,13.2,200,GreeN (超),2013-07-11,否,カゲロウデイズ|车祸歌|阳炎眩乱|车祸曲|阳炎|车祸
356,STD,泣き虫O'clock,STD,MASTER,13,13.2,152,maimai+ (真),2013-05-09,否,泣き虫o'clock|爱哭鬼|泣虫
355,STD,Black Out,STD,MASTER,13,13.3,142,maimai+ (真),2013-05-09,否,black out|黜|曼巴out|晕倒|黑出
351,STD,Endless World,STD,MASTER,13,13,142,maimai+ (真),2013-05-09,否,endless world|💄|口红|ew|无尽世界
350,STD,采配の刻 Power of order,STD,MASTER,13,13.2,185,maimai+ (真),2013-04-23,否,采配の刻 power of order|采配|采配之刻
349,STD,超絶！Superlative,STD,MASTER,13,13.2,200,maimai+ (真),2013-04-23,否,超絶！superlative|超绝
347,STD,ソーラン☆節,STD,MASTER,13,13.4,145,maimai+ (真),2013-04-23,否,ソーラン☆節|索兰节|嗦拉面|拉面
346,DX/STD,炎歌 -ほむらうた-,DX,MASTER,13,13.2,108,BUDDiES+ (宴),2013-04-23,否,炎歌 -ほむらうた-|广场舞|凤凰传奇|阉割|炎歌|dx炎歌
